단지ID,단지명,시군구,위도,경도,세대수,준공년월,물건종류,공급면적(평),전용면적(평),계약면적(평),공급면적(m2),전용면적(m2),주택형,면적일련번호,KB매매시세(만원),매매상한가(만원),매매하한가(만원),KB전세시세(만원),월세보증금(만원),월세최저(만원),월세최고(만원),세대수(평형),시세제공여부,전세가율,용적률,건폐율,월간매매변동률,월간전세변동률
1027747,"삼성아트빌(470-10,도시형)",강동구,37.5310927,127.1401183,15,2017.11,02,12.85,10.77,12.85,42.48,35.62,,1568583,0,0,0,0,0,0,0,1,0,,199.0,48.0,,
1027747,"삼성아트빌(470-10,도시형)",강동구,37.5310927,127.1401183,15,2017.11,02,13.08,10.96,13.08,43.25,36.26,A,1568584,0,0,0,0,0,0,0,4,0,,199.0,48.0,,
1027747,"삼성아트빌(470-10,도시형)",강동구,37.5310927,127.1401183,15,2017.11,02,13.20,11.07,13.20,43.66,36.61,B,1568585,0,0,0,0,0,0,0,4,0,,199.0,48.0,,
1027747,"삼성아트빌(470-10,도시형)",강동구,37.5310927,127.1401183,15,2017.11,02,14.79,12.40,14.79,48.92,41.02,,1568586,0,0,0,0,0,0,0,4,0,,199.0,48.0,,
1027760,라파르신림(도),관악구,37.4841717,126.9319376,16,2023.07,02,10.56,8.12,13.37,34.92,26.85,C,1568570,0,0,0,0,0,0,0,8,0,,348.0,57.0,,
1027760,라파르신림(도),관악구,37.4841717,126.9319376,16,2023.07,02,10.86,8.35,13.75,35.91,27.61,D,1568571,0,0,0,0,0,0,0,8,0,,348.0,57.0,,
1027768,힐하우스,성동구,37.5270519,126.9963734,10,2001.04,01,26.57,24.88,42.89,87.86,82.28,,1568594,124300,137400,114200,0,0,0,0,1,1,,228.0,53.0,,
1027768,힐하우스,성동구,37.5270519,126.9963734,10,2001.04,01,66.98,62.73,108.10,221.44,207.39,,1568595,0,0,0,0,0,0,0,1,0,,228.0,53.0,,
1027768,힐하우스,성동구,37.5270519,126.9963734,10,2001.04,01,70.56,66.08,113.89,233.28,218.48,,1568596,272400,297000,254000,0,0,0,0,1,1,,228.0,53.0,,
1027768,힐하우스,성동구,37.5270519,126.9963734,10,2001.04,01,77.87,72.93,125.68,257.43,241.11,A,1568597,0,0,0,0,0,0,0,4,0,,228.0,53.0,,
1027768,힐하우스,성동구,37.5270519,126.9963734,10,2001.04,01,78.09,73.13,126.03,258.16,241.78,B,1568598,0,0,0,0,0,0,0,3,0,,228.0,53.0,,
1027775,시티하임(도),강동구,37.5527285,127.0755311,24,2020.12,01,6.22,4.85,6.22,20.58,16.05,,1568531,0,0,0,0,0,0,0,4,0,,0.0,0.0,,
1027775,시티하임(도),강동구,37.5527285,127.0755311,24,2020.12,01,6.97,5.44,6.97,23.07,18.01,,1568532,0,0,0,0,0,0,0,4,0,,0.0,0.0,,
1027775,시티하임(도),강동구,37.5527285,127.0755311,24,2020.12,01,9.66,7.54,9.66,31.94,24.94,A,1568533,0,0,0,0,0,0,0,4,0,,0.0,0.0,,
1027775,시티하임(도),강동구,37.5527285,127.0755311,24,2020.12,01,9.90,7.72,9.90,32.76,25.54,B,1568534,0,0,0,0,0,0,0,1,0,,0.0,0.0,,
1027775,시티하임(도),강동구,37.5527285,127.0755311,24,2020.12,01,10.00,7.81,10.00,33.09,25.84,C,1568535,0,0,0,0,0,0,0,3,0,,0.0,0.0,,
1027775,시티하임(도),강동구,37.5527285,127.0755311,24,2020.12,01,10.01,7.81,10.01,33.10,25.84,D,1568536,0,0,0,0,0,0,0,1,0,,0.0,0.0,,
1027775,시티하임(도),강동구,37.5527285,127.0755311,24,2020.12,01,10.07,7.86,10.07,33.32,25.99,E,1568537,0,0,0,0,0,0,0,3,0,,0.0,0.0,,
1027775,시티하임(도),강동구,37.5527285,127.0755311,24,2020.12,01,10.14,7.90,10.14,33.53,26.14,F,1568538,0,0,0,0,0,0,0,1,0,,0.0,0.0,,
1027775,시티하임(도),강동구,37.5527285,127.0755311,24,2020.12,01,10.32,8.05,10.32,34.13,26.62,G,1568539,0,0,0,0,0,0,0,3,0,,0.0,0.0,,
1027925,더힐스빌,강동구,37.5406492,127.143236,16,2020.04,01,10.41,8.85,10.97,34.43,29.28,A,1568659,0,0,0,0,0,0,0,4,0,,298.0,49.0,,
1027925,더힐스빌,강동구,37.5406492,127.143236,16,2020.04,01,10.65,9.05,11.22,35.21,29.95,B,1568660,0,0,0,0,0,0,0,4,0,,298.0,49.0,,
1027925,더힐스빌,강동구,37.5406492,127.143236,16,2020.04,01,10.65,9.06,11.22,35.22,29.96,C,1568661,0,0,0,0,0,0,0,4,0,,298.0,49.0,,
1027925,더힐스빌,강동구,37.5406492,127.143236,16,2020.04,01,10.66,9.06,11.23,35.24,29.97,D,1568662,0,0,0,0,0,0,0,4,0,,298.0,49.0,,
1027935,늘푸른(610-265),관악구,37.4737708,126.9240423,18,2007.04,01,26.08,22.30,26.08,86.22,73.74,,1568822,41500,46800,36900,0,0,0,0,1,1,,263.0,45.0,,
1027935,늘푸른(610-265),관악구,37.4737708,126.9240423,18,2007.04,01,26.84,22.96,26.84,88.75,75.91,,1568823,39600,43200,37100,0,0,0,0,6,1,,263.0,45.0,,
1027935,늘푸른(610-265),관악구,37.4737708,126.9240423,18,2007.04,01,27.73,23.72,27.73,91.68,78.42,A,1568824,44400,49900,39500,0,0,0,0,1,1,,263.0,45.0,,
1027935,늘푸른(610-265),관악구,37.4737708,126.9240423,18,2007.04,01,28.00,23.95,28.00,92.57,79.18,B,1568825,41100,46700,37200,0,0,0,0,4,1,,263.0,45.0,,
1027935,늘푸른(610-265),관악구,37.4737708,126.9240423,18,2007.04,01,28.80,24.33,28.80,95.22,80.45,,1568826,46400,53100,40800,0,0,0,0,1,1,,263.0,45.0,,
1027935,늘푸른(610-265),관악구,37.4737708,126.9240423,18,2007.04,01,30.01,25.37,30.01,99.22,83.87,,1568827,46900,56100,39300,0,0,0,0,5,1,,263.0,45.0,,
1028,벽산(양지),강북구,37.6544146,127.0733954,259,1999.09,01,25.95,18.11,32.27,85.80,59.88,,993,61500,63500,58000,39000,5000,120,130,111,1,63.4,375.0,28.0,0.0,0.0
1028,벽산(양지),강북구,37.6544146,127.0733954,259,1999.09,01,32.91,25.71,41.87,108.79,85.00,,50309,86500,89500,85000,60500,5000,170,180,95,1,63.4,375.0,28.0,0.0,0.0
1028,벽산(양지),강북구,37.6544146,127.0733954,259,1999.09,01,42.86,34.74,54.98,141.71,114.87,,94081,100500,104000,94500,64500,10000,180,190,53,1,63.4,375.0,28.0,0.0,0.0
1028388,코이노니아스테이(민간임대),강서구,37.553125,126.8328863,23,2022.10,01,15.25,9.17,15.25,50.44,30.33,,1568887,44800,47900,41200,0,0,0,0,2,1,,197.0,59.0,,
1028388,코이노니아스테이(민간임대),강서구,37.553125,126.8328863,23,2022.10,01,16.13,9.70,16.13,53.34,32.07,A,1568888,46200,47600,42800,0,0,0,0,2,1,,197.0,59.0,,
1028388,코이노니아스테이(민간임대),강서구,37.553125,126.8328863,23,2022.10,01,16.13,9.70,16.13,53.35,32.08,B,1568889,46500,48300,43300,0,0,0,0,3,1,,197.0,59.0,,
1028388,코이노니아스테이(민간임대),강서구,37.553125,126.8328863,23,2022.10,01,16.30,9.80,16.30,53.90,32.41,C,1568890,46600,48000,43000,0,0,0,0,2,1,,197.0,59.0,,
1028388,코이노니아스테이(민간임대),강서구,37.553125,126.8328863,23,2022.10,01,19.25,11.57,19.25,63.64,38.27,,1568891,51500,54900,49000,0,0,0,0,2,1,,197.0,59.0,,
1028388,코이노니아스테이(민간임대),강서구,37.553125,126.8328863,23,2022.10,01,19.82,11.92,19.82,65.54,39.41,A,1568892,53100,56200,50500,0,0,0,0,3,1,,197.0,59.0,,
1028388,코이노니아스테이(민간임대),강서구,37.553125,126.8328863,23,2022.10,01,20.19,12.14,20.19,66.75,40.14,B,1568893,55300,59100,52900,0,0,0,0,1,1,,197.0,59.0,,
1028388,코이노니아스테이(민간임대),강서구,37.553125,126.8328863,23,2022.10,01,21.86,13.14,21.86,72.29,43.46,,1568894,57500,61700,54700,0,0,0,0,2,1,,197.0,59.0,,
1028388,코이노니아스테이(민간임대),강서구,37.553125,126.8328863,23,2022.10,01,22.60,13.59,22.60,74.72,44.93,,1568895,60300,64600,57800,0,0,0,0,2,1,,197.0,59.0,,
1028388,코이노니아스테이(민간임대),강서구,37.553125,126.8328863,23,2022.10,01,23.77,14.29,23.77,78.59,47.25,,1568896,63200,68300,60600,0,0,0,0,3,1,,197.0,59.0,,
1028388,코이노니아스테이(민간임대),강서구,37.553125,126.8328863,23,2022.10,01,25.02,15.04,25.02,82.74,49.75,,1568897,65600,70800,60900,0,0,0,0,1,1,,197.0,59.0,,
1028528,슬로우밀리237(도),강동구,37.5007733,127.1004398,13,2023.04,01,10.24,8.53,10.24,33.86,28.22,A,1568955,0,0,0,0,0,0,0,2,0,,195.0,58.0,,
1028528,슬로우밀리237(도),강동구,37.5007733,127.1004398,13,2023.04,01,10.41,8.68,10.41,34.43,28.70,B,1568956,0,0,0,0,0,0,0,2,0,,195.0,58.0,,
1028528,슬로우밀리237(도),강동구,37.5007733,127.1004398,13,2023.04,01,15.14,12.62,15.14,50.08,41.74,A,1568957,0,0,0,0,0,0,0,2,0,,195.0,58.0,,
1028528,슬로우밀리237(도),강동구,37.5007733,127.1004398,13,2023.04,01,15.35,12.79,15.35,50.75,42.30,B,1568958,0,0,0,0,0,0,0,2,0,,195.0,58.0,,
1028528,슬로우밀리237(도),강동구,37.5007733,127.1004398,13,2023.04,01,16.39,13.66,16.39,54.20,45.18,,1568959,0,0,0,0,0,0,0,2,0,,195.0,58.0,,
1028528,슬로우밀리237(도),강동구,37.5007733,127.1004398,13,2023.04,01,16.80,14.00,16.80,55.56,46.31,,1568960,0,0,0,0,0,0,0,2,0,,195.0,58.0,,
1028528,슬로우밀리237(도),강동구,37.5007733,127.1004398,13,2023.04,01,30.80,25.67,30.80,101.83,84.87,,1568961,0,0,0,0,0,0,0,1,0,,195.0,58.0,,
1028782,목화.,동작구,37.5478109,126.9677919,15,2004.06,01,20.26,17.39,25.79,66.98,57.50,A,1569060,79500,85400,75900,0,0,0,0,1,1,,277.0,57.0,,
1028782,목화.,동작구,37.5478109,126.9677919,15,2004.06,01,20.60,17.68,26.23,68.12,58.47,B,1569061,73000,78900,68400,0,0,0,0,1,1,,277.0,57.0,,
1028782,목화.,동작구,37.5478109,126.9677919,15,2004.06,01,20.77,17.83,26.45,68.68,58.95,C,1569062,75900,82800,70900,0,0,0,0,1,1,,277.0,57.0,,
1028782,목화.,동작구,37.5478109,126.9677919,15,2004.06,01,21.61,18.55,27.52,71.47,61.35,,1569063,78800,82400,74800,0,0,0,0,1,1,,277.0,57.0,,
1028782,목화.,동작구,37.5478109,126.9677919,15,2004.06,01,24.21,20.78,30.82,80.04,68.70,,1569064,92200,96300,85100,0,0,0,0,1,1,,277.0,57.0,,
1028782,목화.,동작구,37.5478109,126.9677919,15,2004.06,01,25.25,21.67,32.14,83.48,71.66,,1569065,96400,99700,88600,0,0,0,0,1,1,,277.0,57.0,,
1028782,목화.,동작구,37.5478109,126.9677919,15,2004.06,01,25.58,21.96,32.57,84.58,72.60,A,1569066,97400,101800,89200,0,0,0,0,2,1,,277.0,57.0,,
1028782,목화.,동작구,37.5478109,126.9677919,15,2004.06,01,26.18,22.47,33.33,86.56,74.30,B,1569067,100200,105300,91600,0,0,0,0,4,1,,277.0,57.0,,
1028782,목화.,동작구,37.5478109,126.9677919,15,2004.06,01,26.96,23.14,34.33,89.15,76.52,,1569068,102800,107900,93600,0,0,0,0,2,1,,277.0,57.0,,
1028782,목화.,동작구,37.5478109,126.9677919,15,2004.06,01,29.65,25.45,37.75,98.03,84.15,,1569069,108500,115500,104800,0,0,0,0,1,1,,277.0,57.0,,
1028885,서초아트래디앙,서초구,37.486794,127.0107921,24,2023.05,01,18.37,14.67,30.23,60.74,48.50,,1569262,0,0,0,0,0,0,0,7,0,,299.0,41.0,,
1028885,서초아트래디앙,서초구,37.486794,127.0107921,24,2023.05,01,19.64,15.86,30.96,64.95,52.43,B,1569268,0,0,0,0,0,0,0,1,0,,299.0,41.0,,
1028885,서초아트래디앙,서초구,37.486794,127.0107921,24,2023.05,01,19.71,15.81,31.76,65.16,52.28,A,1569263,0,0,0,0,0,0,0,7,0,,299.0,41.0,,
1028885,서초아트래디앙,서초구,37.486794,127.0107921,24,2023.05,01,20.95,17.21,32.91,69.28,56.92,,1569264,0,0,0,0,0,0,0,6,0,,299.0,41.0,,
1028885,서초아트래디앙,서초구,37.486794,127.0107921,24,2023.05,01,27.94,22.55,44.09,92.38,74.57,T,1569265,0,0,0,0,0,0,0,1,0,,299.0,41.0,,
1028885,서초아트래디앙,서초구,37.486794,127.0107921,24,2023.05,01,29.17,23.87,45.06,96.44,78.92,T,1569266,0,0,0,0,0,0,0,1,0,,299.0,41.0,,
1028885,서초아트래디앙,서초구,37.486794,127.0107921,24,2023.05,01,30.90,24.13,51.24,102.17,79.79,T,1569267,0,0,0,0,0,0,0,1,0,,299.0,41.0,,
1028886,"KH타워(민간임대,도시형)",동대문구,37.5921843,127.0571276,97,2017.03,01,5.69,4.03,6.73,18.83,13.35,A,1569092,0,0,0,0,0,0,0,27,0,,570.0,59.0,,
1028886,"KH타워(민간임대,도시형)",동대문구,37.5921843,127.0571276,97,2017.03,01,6.16,4.37,7.28,20.38,14.45,B,1569093,0,0,0,0,0,0,0,57,0,,570.0,59.0,,
1028886,"KH타워(민간임대,도시형)",동대문구,37.5921843,127.0571276,97,2017.03,01,6.59,4.67,7.79,21.81,15.46,A,1569094,0,0,0,0,0,0,0,10,0,,570.0,59.0,,
1028886,"KH타워(민간임대,도시형)",동대문구,37.5921843,127.0571276,97,2017.03,01,12.18,8.63,14.39,40.27,28.55,,1569100,0,0,0,0,0,0,0,2,0,,570.0,59.0,,
1028886,"KH타워(민간임대,도시형)",동대문구,37.5921843,127.0571276,97,2017.03,01,12.44,8.82,14.70,41.14,29.16,,1569101,0,0,0,0,0,0,0,1,0,,570.0,59.0,,
1028892,DMC가재울아이파크(주상복합),마포구,37.5709792,126.9147581,283,2025.11,01,24.58,18.10,37.56,81.27,59.84,A,1569183,0,0,0,0,0,0,0,39,0,,0.0,0.0,,
1028892,DMC가재울아이파크(주상복합),마포구,37.5709792,126.9147581,283,2025.11,01,24.60,18.09,37.57,81.32,59.82,B,1569184,0,0,0,0,0,0,0,81,0,,0.0,0.0,,
1028892,DMC가재울아이파크(주상복합),마포구,37.5709792,126.9147581,283,2025.11,01,29.81,22.66,29.81,98.57,74.94,A,1575279,0,0,0,0,0,0,0,9,0,,0.0,0.0,,
1028892,DMC가재울아이파크(주상복합),마포구,37.5709792,126.9147581,283,2025.11,01,29.86,22.66,29.86,98.73,74.91,B,1575280,0,0,0,0,0,0,0,9,0,,0.0,0.0,,
1028892,DMC가재울아이파크(주상복합),마포구,37.5709792,126.9147581,283,2025.11,01,33.63,25.69,33.63,111.18,84.93,A,1575281,0,0,0,0,0,0,0,49,0,,0.0,0.0,,
1028892,DMC가재울아이파크(주상복합),마포구,37.5709792,126.9147581,283,2025.11,01,33.65,25.55,33.65,111.27,84.49,B,1575282,0,0,0,0,0,0,0,50,0,,0.0,0.0,,
1028984,로뎀하이츠빌(도),강북구,37.661054,127.0149116,49,2017.08,01,18.70,15.89,26.45,61.83,52.56,,1569363,0,0,0,0,0,0,0,48,0,,149.0,41.0,,
1028984,로뎀하이츠빌(도),강북구,37.661054,127.0149116,49,2017.08,01,29.56,25.15,41.85,97.74,83.15,,1569364,0,0,0,0,0,0,0,1,0,,149.0,41.0,,
1029,삼성,노원구,37.6493359,127.0830115,478,1999.10,01,25.66,18.11,33.13,84.85,59.90,,994,52500,55500,48000,36000,5000,115,135,201,1,68.6,307.0,28.0,0.0,0.0
1029,삼성,노원구,37.6493359,127.0830115,478,1999.10,01,33.01,25.63,43.59,109.13,84.75,,50310,81000,84000,77000,58500,5000,185,210,160,1,68.6,307.0,28.0,0.0,0.0
1029,삼성,노원구,37.6493359,127.0830115,478,1999.10,01,43.29,34.63,57.58,143.14,114.49,,94082,90500,95500,84500,66000,10000,240,275,99,1,68.6,307.0,28.0,0.0,0.0
1029,삼성,노원구,37.6493359,127.0830115,478,1999.10,01,44.55,34.68,58.87,147.29,114.67,,128270,90500,95500,84500,66000,10000,245,275,18,1,68.6,307.0,28.0,0.0,0.0
1029487,두성쉐르빌,마포구,37.5975821,126.9147066,24,2001.10,01,16.31,14.98,20.38,53.95,49.54,,1569804,0,0,0,0,0,0,0,2,0,,0.0,0.0,,
1029487,두성쉐르빌,마포구,37.5975821,126.9147066,24,2001.10,01,17.61,16.17,22.00,58.23,53.46,,1569805,0,0,0,0,0,0,0,6,0,,0.0,0.0,,
1029487,두성쉐르빌,마포구,37.5975821,126.9147066,24,2001.10,01,18.26,13.58,18.26,60.38,44.92,,1569803,0,0,0,0,0,0,0,16,0,,0.0,0.0,,
1029512,광진월드메르디앙1차(도),강동구,37.5516961,127.1100613,10,2022.10,01,18.58,15.39,21.13,61.45,50.90,,1569577,0,0,0,0,0,0,0,5,0,,398.0,50.0,,
1029512,광진월드메르디앙1차(도),강동구,37.5516961,127.1100613,10,2022.10,01,20.15,16.69,22.91,66.62,55.18,,1569578,0,0,0,0,0,0,0,5,0,,398.0,50.0,,
1030,신안(양지),강북구,37.6513492,127.0720056,250,1999.06,01,26.39,18.14,32.55,87.25,59.97,,995,71000,73000,69000,45500,5000,90,100,106,1,66.1,278.0,22.0,0.0,0.0
1030,신안(양지),강북구,37.6513492,127.0720056,250,1999.06,01,33.25,25.69,41.97,109.93,84.93,,50311,93000,97500,90000,61500,5000,140,150,144,1,66.1,278.0,22.0,0.0,0.0
1031,신일,강북구,37.658472,127.0748977,94,1998.12,02,26.01,18.14,34.89,86.01,59.97,,996,48000,50000,46000,32000,5000,60,70,43,1,82.8,386.0,40.0,0.0,0.0
1031,신일,강북구,37.658472,127.0748977,94,1998.12,02,34.26,25.69,46.83,113.27,84.94,,50312,58000,60000,56000,48000,10000,60,70,51,1,82.8,386.0,40.0,0.0,0.0
1032,건영(3차),강북구,37.6487663,127.0746895,948,1995.12,01,31.99,25.68,36.50,105.77,84.90,,997,126000,132750,118000,80000,10000,180,200,948,1,63.5,217.0,22.0,0.8,0.0
1033,대림벽산,노원구,37.6473563,127.0775739,400,1993.06,01,41.16,34.60,47.59,136.09,114.39,,998,126000,134000,119000,80000,20000,155,165,220,1,63.5,224.0,17.0,0.0,0.0
1033,대림벽산,노원구,37.6473563,127.0775739,400,1993.06,01,50.31,42.78,58.26,166.33,141.45,,50313,138000,142500,125500,83500,20000,155,165,180,1,63.5,224.0,17.0,0.0,0.0
1033768,뜨란체캐슬,금천구,37.4783805,126.8617293,9,2018.01,01,16.78,15.10,16.78,55.50,49.92,,1570113,0,0,0,0,0,0,0,1,0,,239.0,50.0,,
1033768,뜨란체캐슬,금천구,37.4783805,126.8617293,9,2018.01,01,17.51,15.75,17.51,57.89,52.07,,1570114,0,0,0,0,0,0,0,1,0,,239.0,50.0,,
1033768,뜨란체캐슬,금천구,37.4783805,126.8617293,9,2018.01,01,19.03,17.12,19.03,62.93,56.60,,1570115,0,0,0,0,0,0,0,1,0,,239.0,50.0,,
1033768,뜨란체캐슬,금천구,37.4783805,126.8617293,9,2018.01,01,21.17,19.04,21.17,70.00,62.96,A,1570116,0,0,0,0,0,0,0,1,0,,239.0,50.0,,
1033768,뜨란체캐슬,금천구,37.4783805,126.8617293,9,2018.01,01,21.30,19.16,21.30,70.44,63.36,B,1570117,0,0,0,0,0,0,0,1,0,,239.0,50.0,,
1033768,뜨란체캐슬,금천구,37.4783805,126.8617293,9,2018.01,01,24.01,21.60,24.01,79.40,71.42,A,1570118,0,0,0,0,0,0,0,2,0,,239.0,50.0,,
1033768,뜨란체캐슬,금천구,37.4783805,126.8617293,9,2018.01,01,24.42,21.96,24.42,80.73,72.61,B,1570119,0,0,0,0,0,0,0,2,0,,239.0,50.0,,
1033790,킹캐슬5차(민간임대),금천구,37.4720645,126.8948371,20,2023.02,01,8.70,7.27,10.41,28.79,24.04,A,1570131,0,0,0,0,0,0,0,5,0,,338.0,48.0,,
1033790,킹캐슬5차(민간임대),금천구,37.4720645,126.8948371,20,2023.02,01,8.88,7.42,10.62,29.38,24.53,B,1570132,0,0,0,0,0,0,0,5,0,,338.0,48.0,,
1033790,킹캐슬5차(민간임대),금천구,37.4720645,126.8948371,20,2023.02,01,10.40,8.68,12.43,34.39,28.71,A,1570133,0,0,0,0,0,0,0,5,0,,338.0,48.0,,
1033790,킹캐슬5차(민간임대),금천구,37.4720645,126.8948371,20,2023.02,01,10.81,9.02,12.93,35.75,29.85,B,1570136,0,0,0,0,0,0,0,5,0,,338.0,48.0,,
1033797,염창한강스테이,강서구,37.5538776,126.87327,12,2023.02,01,28.77,20.32,28.77,95.12,67.20,B,1570161,0,0,0,0,0,0,0,4,0,,276.0,48.0,,
1033797,염창한강스테이,강서구,37.5538776,126.87327,12,2023.02,01,28.95,20.32,28.95,95.73,67.18,A,1570160,0,0,0,0,0,0,0,4,0,,276.0,48.0,,
1033797,염창한강스테이,강서구,37.5538776,126.87327,12,2023.02,01,29.71,20.92,29.71,98.24,69.17,A,1570162,0,0,0,0,0,0,0,1,0,,276.0,48.0,,
1033797,염창한강스테이,강서구,37.5538776,126.87327,12,2023.02,01,29.72,20.92,29.72,98.26,69.17,B,1570163,0,0,0,0,0,0,0,3,0,,276.0,48.0,,
1033976,에덴하이빌,강서구,37.5332141,126.8648171,8,2016.06,01,12.08,8.98,12.08,39.94,29.71,,1570281,0,0,0,0,0,0,0,8,0,,254.0,59.0,,
1033978,션샤인빌,구로구,37.5218798,126.8999228,16,2017.05,01,10.60,8.79,10.60,35.07,29.07,A,1570322,0,0,0,0,0,0,0,4,0,,243.0,59.0,,
1033978,션샤인빌,구로구,37.5218798,126.8999228,16,2017.05,01,10.86,9.00,10.86,35.91,29.77,B,1570323,0,0,0,0,0,0,0,4,0,,243.0,59.0,,
1033978,션샤인빌,구로구,37.5218798,126.8999228,16,2017.05,01,10.90,9.03,10.90,36.04,29.88,C,1570324,0,0,0,0,0,0,0,4,0,,243.0,59.0,,
1033978,션샤인빌,구로구,37.5218798,126.8999228,16,2017.05,01,10.94,9.06,10.94,36.17,29.98,D,1570325,0,0,0,0,0,0,0,4,0,,243.0,59.0,,
1033984,자연예가(도시형),도봉구,37.7020119,127.0472118,72,2018.09,01,14.83,13.26,14.83,49.03,43.83,B,1570333,0,0,0,0,0,0,0,4,0,,0.0,0.0,,
1033984,자연예가(도시형),도봉구,37.7020119,127.0472118,72,2018.09,01,14.90,13.12,14.90,49.26,43.40,A,1570330,0,0,0,0,0,0,0,16,0,,0.0,0.0,,
1033984,자연예가(도시형),도봉구,37.7020119,127.0472118,72,2018.09,01,15.79,13.91,15.79,52.20,45.99,A,1570331,0,0,0,0,0,0,0,16,0,,0.0,0.0,,
1033984,자연예가(도시형),도봉구,37.7020119,127.0472118,72,2018.09,01,15.83,14.15,15.83,52.35,46.80,B,1570332,0,0,0,0,0,0,0,4,0,,0.0,0.0,,
1033984,자연예가(도시형),도봉구,37.7020119,127.0472118,72,2018.09,01,15.86,14.18,15.86,52.45,46.89,C,1570334,0,0,0,0,0,0,0,4,0,,0.0,0.0,,
1033984,자연예가(도시형),도봉구,37.7020119,127.0472118,72,2018.09,01,16.09,14.17,16.09,53.20,46.87,B,1570338,0,0,0,0,0,0,0,16,0,,0.0,0.0,,
1033984,자연예가(도시형),도봉구,37.7020119,127.0472118,72,2018.09,01,16.55,14.59,16.55,54.71,48.26,C,1570339,0,0,0,0,0,0,0,4,0,,0.0,0.0,,
1033984,자연예가(도시형),도봉구,37.7020119,127.0472118,72,2018.09,01,16.65,14.69,16.65,55.06,48.57,D,1570340,0,0,0,0,0,0,0,4,0,,0.0,0.0,,
1033984,자연예가(도시형),도봉구,37.7020119,127.0472118,72,2018.09,01,16.82,14.84,16.82,55.63,49.07,A,1570336,0,0,0,0,0,0,0,4,0,,0.0,0.0,,
1033996,금강블루,마포구,37.6012925,126.9193317,8,2018.05,01,11.42,9.02,11.42,37.77,29.82,A,1570223,0,0,0,0,0,0,0,4,0,,341.0,59.0,,
1033996,금강블루,마포구,37.6012925,126.9193317,8,2018.05,01,11.48,9.06,11.48,37.96,29.97,B,1570224,0,0,0,0,0,0,0,4,0,,341.0,59.0,,
1034,성원(1차),강북구,37.6502246,127.0699345,402,1996.01,01,24.76,18.07,28.26,81.87,59.75,,999,75500,80000,70500,48500,5000,125,133,173,1,64.2,368.0,28.0,0.0,2.11
1034,성원(1차),강북구,37.6502246,127.0699345,402,1996.01,01,32.97,25.53,37.91,109.00,84.42,C,128271,93500,96500,87000,66500,10000,160,173,16,1,64.2,368.0,28.0,0.0,2.11
1034,성원(1차),강북구,37.6502246,127.0699345,402,1996.01,01,33.09,25.64,38.05,109.39,84.78,A,50314,93500,96500,87000,66500,10000,160,173,147,1,64.2,368.0,28.0,0.0,2.11
1034,성원(1차),강북구,37.6502246,127.0699345,402,1996.01,01,49.73,40.77,57.61,164.41,134.78,,94083,119000,121000,113500,75000,0,0,0,66,1,64.2,368.0,28.0,0.0,2.11
1034904,"해피웰즈빌(민간임대,도시형).",금천구,37.48877,126.899536,28,2013.05,01,8.17,5.15,8.37,27.03,17.05,,1573226,0,0,0,0,0,0,0,20,0,,199.0,58.0,,
1034904,"해피웰즈빌(민간임대,도시형).",금천구,37.48877,126.899536,28,2013.05,01,15.29,9.65,15.66,50.57,31.90,,1573227,0,0,0,0,0,0,0,8,0,,199.0,58.0,,
1034905,리오파크(도),강서구,37.553202,126.854239,19,2020.02,01,9.34,7.76,9.34,30.90,25.68,,1573220,0,0,0,0,0,0,0,1,0,,183.0,55.0,,
1034905,리오파크(도),강서구,37.553202,126.854239,19,2020.02,01,9.65,8.02,9.65,31.91,26.52,A,1573221,0,0,0,0,0,0,0,1,0,,183.0,55.0,,
1034905,리오파크(도),강서구,37.553202,126.854239,19,2020.02,01,10.00,8.31,10.00,33.08,27.49,B,1573222,0,0,0,0,0,0,0,1,0,,183.0,55.0,,
1034905,리오파크(도),강서구,37.553202,126.854239,19,2020.02,01,10.08,8.38,10.08,33.34,27.71,C,1573223,0,0,0,0,0,0,0,8,0,,183.0,55.0,,
1034905,리오파크(도),강서구,37.553202,126.854239,19,2020.02,01,10.77,8.95,10.77,35.61,29.59,,1573224,0,0,0,0,0,0,0,7,0,,183.0,55.0,,
1034905,리오파크(도),강서구,37.553202,126.854239,19,2020.02,01,14.53,12.08,14.53,48.06,39.94,,1573225,0,0,0,0,0,0,0,1,0,,183.0,55.0,,
